🛰️ Orientation worker 2076 запущен
🛰️ Orientation worker 2380 запущен
✅ [2380] Ориентация стабильна: (100.64, NaN, NaN)
✅ [15860] Ориентация стабильна: (86.30, NaN, NaN)
✅ [15860] Ориентация стабильна: (87.52, NaN, NaN)
✅ [15860] Ориентация стабильна: (86.87, NaN, NaN)
🛰️ Orientation worker 6508 запущен
✅ [6508] Ориентация стабильна: (87.39, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.60, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.00, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.11, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.43, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.21, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.09, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.87, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.55, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.61, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.38, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.49, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.31, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.21, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.06, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.14, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.44, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.35, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.37, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.13, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.73, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.53, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.00, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.89, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.13, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.66, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.07, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.50, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.68, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.12, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.64, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.32, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.88, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.02, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.82, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.87, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.59, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.87, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.60, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.83, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.22, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.37, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.81, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.54, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.23, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.89, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.25, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.29, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.32, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.55, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.70, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.79, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.26, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.78, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.04, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.63, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.16, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.20, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.28, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.10, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.15, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.29, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.21, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.01, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.93, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.52, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.83, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.63, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.62, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.93, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.64, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.28, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.78, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.02, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.31, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.19, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.00, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.85, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.29, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.43, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.94, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.60, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.09, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.12, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.71, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.15, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.05, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.96, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.34, NaN, NaN)
✅ [6508] Ориентация стабильна: (93.51, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.57, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.91, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.65, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.42, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.61, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.71, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.52, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.64, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.95, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.53, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.72, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.00, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.29, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.54, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.04, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.08, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.97, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.85, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.05, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.19, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.64, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.30, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.66, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.91, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.47, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.01, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.27, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.80, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.97, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.02, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.76, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.46, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.19, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.68, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.74, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.56, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.80, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.49, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.74, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.50, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.95, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.92, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.44, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.42, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.32, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.24, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.21, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.57, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.02, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.78, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.55, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.36, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.80, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.92, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.29, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.77, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.91, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.01, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.21, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.51, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.67, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.83, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.75, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.82, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.66, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.57, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.27, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.68, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.09, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.35, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.93, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.28, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.76, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.60, NaN, NaN)
✅ [6508] Ориентация стабильна: (92.74, NaN, NaN)
✅ [6508] Ориентация стабильна: (93.23, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.50, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.44, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.20, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.56, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.74, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.17, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.44, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.01, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.28, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.51, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.02, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.68, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.90, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.84, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.70, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.57, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.18, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.84, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.71, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.09, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.33, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.05, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.20, NaN, NaN)
✅ [6508] Ориентация стабильна: (89.65, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.18, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.66, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.89, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.93, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.45, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.49, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.71, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.23, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.91, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.88, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.83, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.88, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.01, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.25, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.35, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.58, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.31, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.36, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.95, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.12, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.79, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.73, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.93, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.67, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.27, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.60, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.10, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.08, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.33, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.01, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.05, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.52, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.15, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.92, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.73, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.65, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.14, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.08, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.77, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.09, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.75, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.41, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.51, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.39, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.07, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.11, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.81, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.75, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (80.86, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.70, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.04, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.42, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.84, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.36, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.35, NaN, NaN)
✅ [6508] Ориентация стабильна: (81.23, NaN, NaN)
✅ [6508] Ориентация стабильна: (79.68, NaN, NaN)
✅ [6508] Ориентация стабильна: (79.37, NaN, NaN)
✅ [6508] Ориентация стабильна: (78.05, NaN, NaN)
✅ [6508] Ориентация стабильна: (78.65, NaN, NaN)
✅ [6508] Ориентация стабильна: (79.45, NaN, NaN)
✅ [6508] Ориентация стабильна: (80.23, NaN, NaN)
✅ [6508] Ориентация стабильна: (79.07, NaN, NaN)
✅ [6508] Ориентация стабильна: (78.47, NaN, NaN)
✅ [6508] Ориентация стабильна: (78.90, NaN, NaN)
✅ [6508] Ориентация стабильна: (78.10, NaN, NaN)
✅ [6508] Ориентация стабильна: (77.56, NaN, NaN)
✅ [6508] Ориентация стабильна: (78.60, NaN, NaN)
✅ [6508] Ориентация стабильна: (79.09, NaN, NaN)
✅ [6508] Ориентация стабильна: (80.33, NaN, NaN)
✅ [6508] Ориентация стабильна: (82.16, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.57, NaN, NaN)
✅ [6508] Ориентация стабильна: (83.51, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.28, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.78, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.13, NaN, NaN)
✅ [6508] Ориентация стабильна: (84.75, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.86, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.22, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.15, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.17, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.98, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.04, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.92, NaN, NaN)
✅ [6508] Ориентация стабильна: (86.59, NaN, NaN)
✅ [6508] Ориентация стабильна: (85.80, NaN, NaN)
✅ [6508] Ориентация стабильна: (87.55, NaN, NaN)
✅ [6508] Ориентация стабильна: (88.80, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.14, NaN, NaN)
✅ [6508] Ориентация стабильна: (90.24, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.79, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.82, NaN, NaN)
✅ [6508] Ориентация стабильна: (91.93, NaN, NaN)
✅ [6508] Ориентация стабильна: (93.44, NaN, NaN)
✅ [6508] Ориентация стабильна: (93.88, NaN, NaN)
✅ [6508] Ориентация стабильна: (95.29, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.46, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.87, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.51, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.35, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.44, NaN, NaN)
✅ [6508] Ориентация стабильна: (95.10, NaN, NaN)
✅ [6508] Ориентация стабильна: (93.88, NaN, NaN)
✅ [6508] Ориентация стабильна: (93.14, NaN, NaN)
✅ [6508] Ориентация стабильна: (94.50, NaN, NaN)
✅ [6508] Ориентация стабильна: (94.70, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.21, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.01, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.35, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.62, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.11, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.23, NaN, NaN)
✅ [6508] Ориентация стабильна: (99.07, NaN, NaN)
✅ [6508] Ориентация стабильна: (99.15, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.97, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.54, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.54, NaN, NaN)
✅ [6508] Ориентация стабильна: (99.21, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.14, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.90, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.34, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.36, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.48, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.57, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.15, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.41, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.70, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.84, NaN, NaN)
✅ [6508] Ориентация стабильна: (100.75, NaN, NaN)
✅ [6508] Ориентация стабильна: (100.12, NaN, NaN)
✅ [6508] Ориентация стабильна: (99.49, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.10, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.86, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.76, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.25, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.62, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.06, NaN, NaN)
✅ [6508] Ориентация стабильна: (96.96, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.75, NaN, NaN)
✅ [6508] Ориентация стабильна: (100.11, NaN, NaN)
✅ [6508] Ориентация стабильна: (100.59, NaN, NaN)
✅ [6508] Ориентация стабильна: (99.84, NaN, NaN)
✅ [6508] Ориентация стабильна: (99.03, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.55, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.51, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.46, NaN, NaN)
✅ [6508] Ориентация стабильна: (97.80, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.28, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.07, NaN, NaN)
✅ [6508] Ориентация стабильна: (98.18, NaN, NaN)
